,Stock,Date
1168,GEVO,2018-06-19 09:30:00-04:00
1169,SLDB,2018-06-18 09:30:00-04:00
1170,GEVO,2018-06-18 09:30:00-04:00
1171,TLGT,2018-06-14 09:30:00-04:00
1172,VTGN,2018-06-13 09:30:00-04:00
1173,PSTI,2018-06-12 09:30:00-04:00
1174,ATHX,2018-06-07 09:30:00-04:00
1175,BLNK,2018-06-07 09:30:00-04:00
1176,MBRX,2018-06-06 09:30:00-04:00
1177,CLRB,2018-06-06 09:30:00-04:00
1178,SLS,2018-06-01 09:30:00-04:00
1179,CRIS,2018-05-31 09:30:00-04:00
1180,CRIS,2018-05-30 09:30:00-04:00
1181,TTOO,2018-05-29 09:30:00-04:00
1182,VTGN,2018-05-25 09:30:00-04:00
1183,ACRX,2018-05-24 09:30:00-04:00
1184,AVGR,2018-05-23 09:30:00-04:00
1185,BLNK,2018-05-22 09:30:00-04:00
1186,BOXL,2018-05-21 09:30:00-04:00
1187,LIVX,2018-05-18 09:30:00-04:00
1188,TYHT,2018-05-18 09:30:00-04:00
1189,BLNK,2018-05-17 09:30:00-04:00
1190,BLNK,2018-05-16 09:30:00-04:00
1191,GALT,2018-05-14 09:30:00-04:00
1192,BLNK,2018-05-11 09:30:00-04:00
1193,HEAR,2018-05-10 09:30:00-04:00
1194,MVIS,2018-05-09 09:30:00-04:00
1195,QUMU,2018-05-09 09:30:00-04:00
1196,BLNK,2018-05-08 09:30:00-04:00
1197,DARE,2018-05-07 09:30:00-04:00
1198,HTBX,2018-05-07 09:30:00-04:00
1199,BLNK,2018-05-07 09:30:00-04:00
1200,BOXL,2018-05-03 09:30:00-04:00
1201,IPDN,2018-05-03 09:30:00-04:00
1202,PIXY,2018-05-03 09:30:00-04:00
1203,HCHC,2018-05-02 09:30:00-04:00
1204,AVGR,2018-05-02 09:30:00-04:00
1205,HTBX,2018-05-01 09:30:00-04:00
1206,GNPX,2018-04-30 09:30:00-04:00
1207,ACRX,2018-04-27 09:30:00-04:00
1208,GNPX,2018-04-27 09:30:00-04:00
1209,CNET,2018-04-17 09:30:00-04:00
1210,ACRX,2018-04-16 09:30:00-04:00
1211,MICT,2018-04-13 09:30:00-04:00
1212,CNET,2018-04-12 09:30:00-04:00
1213,NVFY,2018-04-10 09:30:00-04:00
1214,HEAR,2018-04-09 09:30:00-04:00
1215,ASTC,2018-04-04 09:30:00-04:00
1216,BPTH,2018-04-03 09:30:00-04:00
1217,SLS,2018-04-02 09:30:00-04:00
1218,AVGR,2018-03-29 09:30:00-04:00
1219,DRIO,2018-03-26 09:30:00-04:00
1220,NBEV,2018-03-26 09:30:00-04:00
1221,GERN,2018-03-19 09:30:00-04:00
1222,CDTX,2018-03-19 09:30:00-04:00
1223,RKDA,2018-03-19 09:30:00-04:00
1224,RKDA,2018-03-15 09:30:00-04:00
1225,RKDA,2018-03-14 09:30:00-04:00
1226,PIXY,2018-03-07 09:30:00-05:00
1227,AMTX,2018-03-07 09:30:00-05:00
1228,CLBS,2018-03-06 09:30:00-05:00
1229,GNCA,2018-03-06 09:30:00-05:00
1230,ONTX,2018-03-05 09:30:00-05:00
1231,CLSD,2018-03-05 09:30:00-05:00
1232,LPCN,2018-02-27 09:30:00-05:00
1233,NXTD,2018-02-26 09:30:00-05:00
1234,ADMP,2018-02-23 09:30:00-05:00
1235,CLIR,2018-02-23 09:30:00-05:00
1236,WKHS,2018-02-22 09:30:00-05:00
1237,AYTU,2018-02-21 09:30:00-05:00
1238,MBRX,2018-02-15 09:30:00-05:00
1239,CATB,2018-02-13 09:30:00-05:00
1240,APRN,2018-02-13 09:30:00-05:00
1241,DARE,2018-02-12 09:30:00-05:00
1242,MGEN,2018-02-09 09:30:00-05:00
1243,BPTH,2018-02-09 09:30:00-05:00
1244,NXTD,2018-02-08 09:30:00-05:00
1245,RIOT,2018-02-07 09:30:00-05:00
1246,CNET,2018-02-06 09:30:00-05:00
1247,CAPR,2018-02-05 09:30:00-05:00
1248,ADXS,2018-01-25 09:30:00-05:00
1249,CNET,2018-01-23 09:30:00-05:00
1250,FORD,2018-01-19 09:30:00-05:00
1251,CNET,2018-01-18 09:30:00-05:00
1252,LIVE,2018-01-18 09:30:00-05:00
1253,MICT,2018-01-18 09:30:00-05:00
1254,PFMT,2018-01-12 09:30:00-05:00
1255,MGI,2018-01-11 09:30:00-05:00
1256,LPCN,2018-01-11 09:30:00-05:00
1257,CNET,2018-01-11 09:30:00-05:00
1258,NBEV,2018-01-11 09:30:00-05:00
1259,NBEV,2018-01-10 09:30:00-05:00
1260,BMRA,2018-01-10 09:30:00-05:00
1261,KODK,2018-01-10 09:30:00-05:00
1262,PSTI,2018-01-09 09:30:00-05:00
1263,LPCN,2018-01-08 09:30:00-05:00
1264,HTGM,2018-01-04 09:30:00-05:00
1265,CNET,2018-01-04 09:30:00-05:00
1266,CLSN,2018-01-04 09:30:00-05:00
1267,FTFT,2018-01-04 09:30:00-05:00
1268,HGSH,2018-01-03 09:30:00-05:00
1269,VTGN,2018-01-03 09:30:00-05:00
1270,WKHS,2018-01-03 09:30:00-05:00
1271,MICT,2018-01-02 09:30:00-05:00
1272,SNGX,2018-01-02 09:30:00-05:00
1273,WATT,2018-01-02 09:30:00-05:00
1274,WATT,2017-12-28 09:30:00-05:00
1275,LIVE,2017-12-28 09:30:00-05:00
1276,WATT,2017-12-27 09:30:00-05:00
1277,NVFY,2017-12-27 09:30:00-05:00
1278,FTFT,2017-12-26 09:30:00-05:00
1279,NVFY,2017-12-21 09:30:00-05:00
1280,NXTD,2017-12-21 09:30:00-05:00
1281,NVFY,2017-12-20 09:30:00-05:00
1282,FTFT,2017-12-20 09:30:00-05:00
1283,NXTD,2017-12-20 09:30:00-05:00
1284,EYEG,2017-12-19 09:30:00-05:00
1285,NXTD,2017-12-19 09:30:00-05:00
1286,MARK,2017-12-18 09:30:00-05:00
1287,NVFY,2017-12-18 09:30:00-05:00
1288,TYHT,2017-12-18 09:30:00-05:00
1289,PIXY,2017-12-15 09:30:00-05:00
1290,SMIT,2017-12-14 09:30:00-05:00
1291,MBOT,2017-12-14 09:30:00-05:00
1292,SRAX,2017-12-14 09:30:00-05:00
1293,CAPR,2017-12-13 09:30:00-05:00
1294,GLYC,2017-12-12 09:30:00-05:00
1295,PTI,2017-12-12 09:30:00-05:00
1296,RIOT,2017-12-12 09:30:00-05:00
1297,CBIO,2017-12-11 09:30:00-05:00
1298,RIOT,2017-12-11 09:30:00-05:00
1299,SLNO,2017-12-08 09:30:00-05:00
1300,CLRB,2017-12-06 09:30:00-05:00
1301,GALT,2017-12-05 09:30:00-05:00
1302,MBRX,2017-12-05 09:30:00-05:00
1303,CAPR,2017-11-29 09:30:00-05:00
1304,SRAX,2017-11-28 09:30:00-05:00
1305,MICT,2017-11-27 09:30:00-05:00
1306,SRAX,2017-11-27 09:30:00-05:00
1307,GROW,2017-11-27 09:30:00-05:00
1308,MTBC,2017-11-27 09:30:00-05:00
1309,RIOT,2017-11-27 09:30:00-05:00
1310,SRAX,2017-11-24 09:30:00-05:00
1311,CLSN,2017-11-24 09:30:00-05:00
1312,EKSO,2017-11-22 09:30:00-05:00
1313,CLSN,2017-11-21 09:30:00-05:00
1314,DGLY,2017-11-20 09:30:00-05:00
1315,NVFY,2017-11-17 09:30:00-05:00
1316,IDXG,2017-11-16 09:30:00-05:00
1317,EKSO,2017-11-13 09:30:00-05:00
1318,NVFY,2017-11-13 09:30:00-05:00
1319,INFI,2017-11-10 09:30:00-05:00
1320,TLGT,2017-11-10 09:30:00-05:00
1321,EKSO,2017-11-10 09:30:00-05:00
1322,PRTY,2017-11-09 09:30:00-05:00
1323,OTIC,2017-11-09 09:30:00-05:00
1324,MRNS,2017-11-09 09:30:00-05:00
1325,DGLY,2017-11-08 09:30:00-05:00
1326,ONCS,2017-11-08 09:30:00-05:00
1327,EYES,2017-11-02 09:30:00-04:00
1328,RIOT,2017-11-02 09:30:00-04:00
1329,CAPR,2017-10-25 09:30:00-04:00
1330,EVOK,2017-10-23 09:30:00-04:00
1331,DGLY,2017-10-20 09:30:00-04:00
1332,ONVO,2017-10-20 09:30:00-04:00
1333,ACRX,2017-10-20 09:30:00-04:00
1334,SNCR,2017-10-17 09:30:00-04:00
1335,EYES,2017-10-17 09:30:00-04:00
1336,MARK,2017-10-13 09:30:00-04:00
1337,INFI,2017-10-12 09:30:00-04:00
1338,ATHX,2017-10-11 09:30:00-04:00
1339,IDXG,2017-10-11 09:30:00-04:00
1340,CAPR,2017-10-06 09:30:00-04:00
1341,APVO,2017-10-05 09:30:00-04:00
1342,CATB,2017-10-04 09:30:00-04:00
1343,CAPR,2017-10-04 09:30:00-04:00
1344,SRAX,2017-10-02 09:30:00-04:00
1345,MARK,2017-09-28 09:30:00-04:00
1346,ASTC,2017-09-27 09:30:00-04:00
1347,MARK,2017-09-27 09:30:00-04:00
1348,SRAX,2017-09-26 09:30:00-04:00
1349,MBRX,2017-09-26 09:30:00-04:00
1350,INFI,2017-09-25 09:30:00-04:00
1351,HTGM,2017-09-20 09:30:00-04:00
1352,CAPR,2017-09-19 09:30:00-04:00
1353,PSTI,2017-09-18 09:30:00-04:00
1354,AEMD,2017-09-12 09:30:00-04:00
1355,ALDX,2017-09-12 09:30:00-04:00
1356,MRNS,2017-09-11 09:30:00-04:00
1357,INFI,2017-09-06 09:30:00-04:00
1358,CBIO,2017-09-06 09:30:00-04:00
1359,BLPH,2017-09-05 09:30:00-04:00
1360,APVO,2017-09-01 09:30:00-04:00
1361,AVEO,2017-08-28 09:30:00-04:00
1362,ADMS,2017-08-25 09:30:00-04:00
1363,EXPR,2017-08-23 09:30:00-04:00
1364,MBRX,2017-08-16 09:30:00-04:00
1365,CLRB,2017-08-08 09:30:00-04:00
1366,ACRX,2017-08-01 09:30:00-04:00
1367,MBRX,2017-08-01 09:30:00-04:00
1368,NXTD,2017-07-31 09:30:00-04:00
1369,CAPR,2017-07-27 09:30:00-04:00
1370,ACRX,2017-07-17 09:30:00-04:00
1371,SNGX,2017-07-17 09:30:00-04:00
1372,MTBC,2017-07-05 09:30:00-04:00
1373,EYES,2017-07-03 09:30:00-04:00
1374,IDXG,2017-06-28 09:30:00-04:00
1375,ZSAN,2017-06-26 09:30:00-04:00
1376,AVEO,2017-06-23 09:30:00-04:00
1377,SNCR,2017-06-23 09:30:00-04:00
1378,EKSO,2017-06-16 09:30:00-04:00
1379,IDXG,2017-06-15 09:30:00-04:00
1380,MTBC,2017-06-14 09:30:00-04:00
1381,HTGM,2017-06-05 09:30:00-04:00
1382,CBIO,2017-05-31 09:30:00-04:00
1383,MACK,2017-05-30 09:30:00-04:00
1384,GLYC,2017-05-25 09:30:00-04:00
1385,IDXG,2017-05-15 09:30:00-04:00
1386,MTBC,2017-05-10 09:30:00-04:00
1387,SNCR,2017-05-05 09:30:00-04:00
1388,GEVO,2017-05-04 09:30:00-04:00
1389,MTBC,2017-05-03 09:30:00-04:00
1390,PSTI,2017-05-03 09:30:00-04:00
1391,NXTD,2017-05-02 09:30:00-04:00
1392,BLPH,2017-05-01 09:30:00-04:00
1393,OCN,2017-05-01 09:30:00-04:00
1394,SNCR,2017-04-27 09:30:00-04:00
1395,SSKN,2017-04-27 09:30:00-04:00
1396,CATB,2017-04-25 09:30:00-04:00
1397,SCYX,2017-04-24 09:30:00-04:00
1398,IDXG,2017-04-20 09:30:00-04:00
1399,SNGX,2017-04-19 09:30:00-04:00
1400,IDXG,2017-04-18 09:30:00-04:00
1401,HTGM,2017-04-17 09:30:00-04:00
1402,CBLI,2017-04-17 09:30:00-04:00
1403,EYES,2017-04-13 09:30:00-04:00
1404,NOVN,2017-04-12 09:30:00-04:00
1405,CBIO,2017-04-11 09:30:00-04:00
1406,BLPH,2017-04-07 09:30:00-04:00
1407,NVFY,2017-04-06 09:30:00-04:00
1408,MRNS,2017-04-05 09:30:00-04:00
1409,EVOK,2017-04-04 09:30:00-04:00
1410,IDXG,2017-04-03 09:30:00-04:00
1411,IDXG,2017-03-30 09:30:00-04:00
1412,ATHX,2017-03-29 09:30:00-04:00
1413,CBIO,2017-03-29 09:30:00-04:00
1414,CBIO,2017-03-28 09:30:00-04:00
1415,HTGM,2017-03-27 09:30:00-04:00
1416,HTGM,2017-03-24 09:30:00-04:00
1417,IDRA,2017-03-22 09:30:00-04:00
1418,CLBS,2017-03-17 09:30:00-04:00
1419,MGI,2017-03-14 09:30:00-04:00
1420,GALT,2017-03-06 09:30:00-05:00
1421,POLA,2017-03-06 09:30:00-05:00
1422,HTGM,2017-02-28 09:30:00-05:00
1423,LJPC,2017-02-27 09:30:00-05:00
1424,EYEG,2017-02-21 09:30:00-05:00
1425,TRVN,2017-02-21 09:30:00-05:00
1426,IDXG,2017-02-21 09:30:00-05:00
1427,EVOK,2017-02-15 09:30:00-05:00
1428,MRNS,2017-02-14 09:30:00-05:00
1429,NBEV,2017-02-14 09:30:00-05:00
1430,AEHR,2017-02-09 09:30:00-05:00
1431,EYEG,2017-01-30 09:30:00-05:00
1432,CBAY,2017-01-30 09:30:00-05:00
1433,MRNS,2017-01-23 09:30:00-05:00
1434,AMTX,2017-01-19 09:30:00-05:00
1435,ADMP,2017-01-19 09:30:00-05:00
1436,NXTD,2017-01-18 09:30:00-05:00
1437,MACK,2017-01-09 09:30:00-05:00
1438,GNCA,2017-01-05 09:30:00-05:00
1439,EVOK,2017-01-04 09:30:00-05:00
1440,KOPN,2017-01-03 09:30:00-05:00
